Date,Cases,Cumulative_cases,Country
2022-04-12,0,10,Nigeria
2022-04-13,0,10,Nigeria
2022-04-14,0,10,Nigeria
2022-04-15,0,10,Nigeria
2022-04-16,0,10,Nigeria
2022-04-17,0,10,Nigeria
2022-04-18,0,10,Nigeria
2022-04-19,0,10,Nigeria
2022-04-20,0,10,Nigeria
2022-04-21,0,10,Nigeria
2022-04-22,0,10,Nigeria
2022-04-23,0,10,Nigeria
2022-04-24,0,10,Nigeria
2022-04-25,0,10,Nigeria
2022-04-26,0,10,Nigeria
2022-04-27,0,10,Nigeria
2022-04-28,0,10,Nigeria
2022-04-29,0,10,Nigeria
2022-04-30,5,15,Nigeria
2022-05-01,0,15,Nigeria
2022-05-02,0,15,Nigeria
2022-05-03,0,15,Nigeria
2022-05-04,0,15,Nigeria
2022-05-05,0,15,Nigeria
2022-05-06,0,15,Nigeria
2022-05-07,0,15,Nigeria
2022-05-08,0,15,Nigeria
2022-05-09,0,15,Nigeria
2022-05-10,0,15,Nigeria
2022-05-11,0,15,Nigeria
2022-05-12,0,15,Nigeria
2022-05-13,0,15,Nigeria
2022-05-14,0,15,Nigeria
2022-05-15,0,15,Nigeria
2022-05-16,0,15,Nigeria
2022-05-17,0,15,Nigeria
2022-05-18,0,15,Nigeria
2022-05-19,0,15,Nigeria
2022-05-20,0,15,Nigeria
2022-05-21,0,15,Nigeria
2022-05-22,0,15,Nigeria
2022-05-23,0,15,Nigeria
2022-05-24,0,15,Nigeria
2022-05-25,0,15,Nigeria
2022-05-26,0,15,Nigeria
2022-05-27,0,15,Nigeria
2022-05-28,0,15,Nigeria
2022-05-29,0,15,Nigeria
2022-05-30,6,21,Nigeria
2022-05-31,0,21,Nigeria
2022-06-01,0,21,Nigeria
2022-06-02,0,21,Nigeria
2022-06-03,0,21,Nigeria
2022-06-04,0,21,Nigeria
2022-06-05,10,31,Nigeria
2022-06-06,0,31,Nigeria
2022-06-07,0,31,Nigeria
2022-06-08,0,31,Nigeria
2022-06-09,0,31,Nigeria
2022-06-10,0,31,Nigeria
2022-06-11,0,31,Nigeria
2022-06-12,5,36,Nigeria
2022-06-13,0,36,Nigeria
2022-06-14,0,36,Nigeria
2022-06-15,0,36,Nigeria
2022-06-16,0,36,Nigeria
2022-06-17,0,36,Nigeria
2022-06-18,0,36,Nigeria
2022-06-19,5,41,Nigeria
2022-06-20,0,41,Nigeria
2022-06-21,0,41,Nigeria
2022-06-22,0,41,Nigeria
2022-06-23,0,41,Nigeria
2022-06-24,0,41,Nigeria
2022-06-25,0,41,Nigeria
2022-06-26,21,62,Nigeria
2022-06-27,0,62,Nigeria
2022-06-28,0,62,Nigeria
2022-06-29,0,62,Nigeria
2022-06-30,0,62,Nigeria
2022-07-01,0,62,Nigeria
2022-07-02,0,62,Nigeria
2022-07-03,0,62,Nigeria
2022-07-04,0,62,Nigeria
2022-07-05,0,62,Nigeria
2022-07-06,0,62,Nigeria
2022-07-07,0,62,Nigeria
2022-07-08,0,62,Nigeria
2022-07-09,0,62,Nigeria
2022-07-10,0,62,Nigeria
2022-07-11,0,62,Nigeria
2022-07-12,0,62,Nigeria
2022-05-31,1,1,Norway
2022-06-01,1,2,Norway
2022-06-02,0,2,Norway
2022-06-03,0,2,Norway
2022-06-04,0,2,Norway
2022-06-05,0,2,Norway
2022-06-06,0,2,Norway
2022-06-07,0,2,Norway
2022-06-08,0,2,Norway
2022-06-09,0,2,Norway
2022-06-10,0,2,Norway
2022-06-11,0,2,Norway
2022-06-12,0,2,Norway
2022-06-13,0,2,Norway
2022-06-14,0,2,Norway
2022-06-15,0,2,Norway
2022-06-16,0,2,Norway
2022-06-17,0,2,Norway
2022-06-18,0,2,Norway
2022-06-19,0,2,Norway
2022-06-20,0,2,Norway
2022-06-21,0,2,Norway
2022-06-22,0,2,Norway
2022-06-23,0,2,Norway
2022-06-24,2,4,Norway
2022-06-25,0,4,Norway
2022-06-26,0,4,Norway
2022-06-27,0,4,Norway
2022-06-28,11,15,Norway
2022-06-29,2,17,Norway
2022-06-30,0,17,Norway
2022-07-01,0,17,Norway
2022-07-02,0,17,Norway
2022-07-03,0,17,Norway
2022-07-04,0,17,Norway
2022-07-05,5,22,Norway
2022-07-06,0,22,Norway
2022-07-07,3,25,Norway
2022-07-08,0,25,Norway
2022-07-09,0,25,Norway
2022-07-10,0,25,Norway
2022-07-11,4,29,Norway
2022-07-12,2,31,Norway
2022-07-05,1,1,Panama
2022-07-06,0,1,Panama
2022-07-07,0,1,Panama
2022-07-08,0,1,Panama
2022-07-09,0,1,Panama
2022-07-10,0,1,Panama
2022-07-11,0,1,Panama
2022-07-12,0,1,Panama
2022-06-26,1,1,Peru
2022-06-27,0,1,Peru
2022-06-28,2,3,Peru
2022-06-29,0,3,Peru
2022-06-30,0,3,Peru
2022-07-01,0,3,Peru
2022-07-02,0,3,Peru
2022-07-03,0,3,Peru
2022-07-04,12,15,Peru
2022-07-05,0,15,Peru
2022-07-06,0,15,Peru
2022-07-07,3,18,Peru
2022-07-08,0,18,Peru
2022-07-09,0,18,Peru
2022-07-10,0,18,Peru
2022-07-11,0,18,Peru
2022-07-12,0,18,Peru
2022-06-10,1,1,Poland
2022-06-11,0,1,Poland
2022-06-12,0,1,Poland
2022-06-13,0,1,Poland
2022-06-14,0,1,Poland
2022-06-15,11,12,Poland
2022-06-16,0,12,Poland
2022-06-17,0,12,Poland
2022-06-18,0,12,Poland
2022-06-19,0,12,Poland
2022-06-20,0,12,Poland
2022-06-21,0,12,Poland
2022-06-22,0,12,Poland
2022-06-23,0,12,Poland
2022-06-24,0,12,Poland
2022-06-25,0,12,Poland
2022-06-26,0,12,Poland
2022-06-27,0,12,Poland
2022-06-28,0,12,Poland
2022-06-29,0,12,Poland
2022-06-30,0,12,Poland
2022-07-01,0,12,Poland
2022-07-02,0,12,Poland
2022-07-03,0,12,Poland
2022-07-04,0,12,Poland
2022-07-05,0,12,Poland
2022-07-06,0,12,Poland
2022-07-07,0,12,Poland
2022-07-08,0,12,Poland
2022-07-09,0,12,Poland
2022-07-10,0,12,Poland
2022-07-11,0,12,Poland
2022-07-12,0,12,Poland
2022-05-17,3,3,Portugal
2022-05-18,11,14,Portugal
2022-05-19,9,23,Portugal
2022-05-20,0,23,Portugal
2022-05-21,0,23,Portugal
2022-05-22,0,23,Portugal
2022-05-23,14,37,Portugal
2022-05-24,2,39,Portugal
2022-05-25,10,49,Portugal
2022-05-26,9,58,Portugal
2022-05-27,16,74,Portugal
2022-05-28,0,74,Portugal
2022-05-29,0,74,Portugal
2022-05-30,22,96,Portugal
2022-05-31,4,100,Portugal
2022-06-01,19,119,Portugal
2022-06-02,19,138,Portugal
2022-06-03,5,143,Portugal
2022-06-04,0,143,Portugal
2022-06-05,0,143,Portugal
2022-06-06,10,153,Portugal
2022-06-07,13,166,Portugal
2022-06-08,25,191,Portugal
2022-06-09,18,209,Portugal
2022-06-10,0,209,Portugal
2022-06-11,0,209,Portugal
2022-06-12,0,209,Portugal
2022-06-13,0,209,Portugal
2022-06-14,22,231,Portugal
2022-06-15,10,241,Portugal
2022-06-16,0,241,Portugal
2022-06-17,35,276,Portugal
2022-06-18,0,276,Portugal
2022-06-19,0,276,Portugal
2022-06-20,21,297,Portugal
2022-06-21,7,304,Portugal
2022-06-22,13,317,Portugal
2022-06-23,11,328,Portugal
2022-06-24,20,348,Portugal
2022-06-25,0,348,Portugal
2022-06-26,0,348,Portugal
2022-06-27,17,365,Portugal
2022-06-28,8,373,Portugal
2022-06-29,18,391,Portugal
2022-06-30,11,402,Portugal
2022-07-01,18,420,Portugal
2022-07-02,0,420,Portugal
2022-07-03,0,420,Portugal
2022-07-04,0,420,Portugal
2022-07-05,13,433,Portugal
2022-07-06,0,433,Portugal
2022-07-07,40,473,Portugal
2022-07-08,0,473,Portugal
2022-07-09,0,473,Portugal
2022-07-10,0,473,Portugal
2022-07-11,0,473,Portugal
2022-07-12,0,473,Portugal
2022-06-29,1,1,Puerto Rico
2022-06-30,0,1,Puerto Rico
2022-07-01,0,1,Puerto Rico
2022-07-02,0,1,Puerto Rico
2022-07-03,0,1,Puerto Rico
2022-07-04,0,1,Puerto Rico
2022-07-05,0,1,Puerto Rico
2022-07-06,0,1,Puerto Rico
2022-07-07,0,1,Puerto Rico
2022-07-08,1,2,Puerto Rico
2022-07-09,0,2,Puerto Rico
2022-07-10,0,2,Puerto Rico
2022-07-11,0,2,Puerto Rico
2022-07-12,0,2,Puerto Rico
2022-04-12,2,2,Republic of Congo
2022-04-13,0,2,Republic of Congo
2022-04-14,0,2,Republic of Congo
2022-04-15,0,2,Republic of Congo
2022-04-16,0,2,Republic of Congo
2022-04-17,0,2,Republic of Congo
2022-04-18,0,2,Republic of Congo
2022-04-19,0,2,Republic of Congo
2022-04-20,0,2,Republic of Congo
2022-04-21,0,2,Republic of Congo
2022-04-22,0,2,Republic of Congo
2022-04-23,0,2,Republic of Congo
2022-04-24,0,2,Republic of Congo
2022-04-25,0,2,Republic of Congo
2022-04-26,0,2,Republic of Congo
2022-04-27,0,2,Republic of Congo
2022-04-28,0,2,Republic of Congo
2022-04-29,0,2,Republic of Congo
2022-04-30,0,2,Republic of Congo
2022-05-01,0,2,Republic of Congo
2022-05-02,0,2,Republic of Congo
2022-05-03,0,2,Republic of Congo
2022-05-04,0,2,Republic of Congo
2022-05-05,0,2,Republic of Congo
2022-05-06,0,2,Republic of Congo
2022-05-07,0,2,Republic of Congo
2022-05-08,0,2,Republic of Congo
2022-05-09,0,2,Republic of Congo
2022-05-10,0,2,Republic of Congo
2022-05-11,0,2,Republic of Congo
2022-05-12,0,2,Republic of Congo
2022-05-13,0,2,Republic of Congo
2022-05-14,0,2,Republic of Congo
2022-05-15,0,2,Republic of Congo
2022-05-16,0,2,Republic of Congo
2022-05-17,0,2,Republic of Congo
2022-05-18,0,2,Republic of Congo
2022-05-19,0,2,Republic of Congo
2022-05-20,0,2,Republic of Congo
2022-05-21,0,2,Republic of Congo
2022-05-22,0,2,Republic of Congo
2022-05-23,0,2,Republic of Congo
2022-05-24,0,2,Republic of Congo
2022-05-25,0,2,Republic of Congo
2022-05-26,0,2,Republic of Congo
2022-05-27,0,2,Republic of Congo
2022-05-28,0,2,Republic of Congo
2022-05-29,0,2,Republic of Congo
2022-05-30,0,2,Republic of Congo
2022-05-31,0,2,Republic of Congo
2022-06-01,0,2,Republic of Congo
2022-06-02,0,2,Republic of Congo
2022-06-03,0,2,Republic of Congo
2022-06-04,0,2,Republic of Congo
2022-06-05,0,2,Republic of Congo
2022-06-06,0,2,Republic of Congo
2022-06-07,0,2,Republic of Congo
2022-06-08,0,2,Republic of Congo
2022-06-09,0,2,Republic of Congo
2022-06-10,0,2,Republic of Congo
2022-06-11,0,2,Republic of Congo
2022-06-12,0,2,Republic of Congo
2022-06-13,0,2,Republic of Congo
2022-06-14,0,2,Republic of Congo
2022-06-15,0,2,Republic of Congo
2022-06-16,0,2,Republic of Congo
2022-06-17,0,2,Republic of Congo
2022-06-18,0,2,Republic of Congo
2022-06-19,0,2,Republic of Congo
2022-06-20,0,2,Republic of Congo
2022-06-21,0,2,Republic of Congo
2022-06-22,0,2,Republic of Congo
2022-06-23,0,2,Republic of Congo
2022-06-24,0,2,Republic of Congo
2022-06-25,0,2,Republic of Congo
2022-06-26,0,2,Republic of Congo
2022-06-27,0,2,Republic of Congo
2022-06-28,0,2,Republic of Congo
2022-06-29,0,2,Republic of Congo
2022-06-30,0,2,Republic of Congo
2022-07-01,0,2,Republic of Congo
2022-07-02,0,2,Republic of Congo
2022-07-03,0,2,Republic of Congo
2022-07-04,0,2,Republic of Congo
2022-07-05,0,2,Republic of Congo
2022-07-06,0,2,Republic of Congo
2022-07-07,0,2,Republic of Congo
2022-07-08,0,2,Republic of Congo
2022-07-09,0,2,Republic of Congo
2022-07-10,0,2,Republic of Congo
2022-07-11,0,2,Republic of Congo
2022-07-12,0,2,Republic of Congo
2022-06-13,1,1,Romania
2022-06-14,0,1,Romania
2022-06-15,2,3,Romania
2022-06-16,1,4,Romania
2022-06-17,0,4,Romania
2022-06-18,0,4,Romania
2022-06-19,0,4,Romania
2022-06-20,0,4,Romania
2022-06-21,1,5,Romania
2022-06-22,0,5,Romania
2022-06-23,1,6,Romania
2022-06-24,0,6,Romania
2022-06-25,0,6,Romania
2022-06-26,0,6,Romania
2022-06-27,0,6,Romania
2022-06-28,3,9,Romania
2022-06-29,2,11,Romania
2022-06-30,0,11,Romania
2022-07-01,0,11,Romania
2022-07-02,0,11,Romania
2022-07-03,0,11,Romania
2022-07-04,0,11,Romania
2022-07-05,0,11,Romania
2022-07-06,0,11,Romania
2022-07-07,3,14,Romania
2022-07-08,0,14,Romania
2022-07-09,0,14,Romania
2022-07-10,0,14,Romania
2022-07-11,0,14,Romania
2022-07-12,0,14,Romania
2022-06-17,1,1,Serbia
2022-06-18,0,1,Serbia
2022-06-19,0,1,Serbia
2022-06-20,0,1,Serbia
2022-06-21,0,1,Serbia
2022-06-22,0,1,Serbia
2022-06-23,0,1,Serbia
2022-06-24,0,1,Serbia
2022-06-25,0,1,Serbia
2022-06-26,0,1,Serbia
2022-06-27,0,1,Serbia
2022-06-28,0,1,Serbia
2022-06-29,0,1,Serbia
2022-06-30,0,1,Serbia
2022-07-01,0,1,Serbia
2022-07-02,0,1,Serbia
2022-07-03,0,1,Serbia
2022-07-04,0,1,Serbia
2022-07-05,0,1,Serbia
2022-07-06,0,1,Serbia
2022-07-07,0,1,Serbia
2022-07-08,0,1,Serbia
2022-07-09,0,1,Serbia
2022-07-10,0,1,Serbia
2022-07-11,0,1,Serbia
2022-07-12,0,1,Serbia
2022-06-20,1,1,Singapore
2022-06-21,0,1,Singapore
2022-06-22,0,1,Singapore
2022-06-23,0,1,Singapore
2022-06-24,0,1,Singapore
2022-06-25,0,1,Singapore
2022-06-26,0,1,Singapore
2022-06-27,0,1,Singapore
2022-06-28,0,1,Singapore
2022-06-29,0,1,Singapore
2022-06-30,0,1,Singapore
2022-07-01,0,1,Singapore
2022-07-02,0,1,Singapore
2022-07-03,0,1,Singapore
2022-07-04,0,1,Singapore
2022-07-05,0,1,Singapore
2022-07-06,1,2,Singapore
2022-07-07,1,3,Singapore
2022-07-08,1,4,Singapore
2022-07-09,0,4,Singapore
2022-07-10,0,4,Singapore
2022-07-11,0,4,Singapore
2022-07-12,0,4,Singapore
2022-07-07,1,1,Slovakia
2022-07-08,0,1,Slovakia
2022-07-09,0,1,Slovakia
2022-07-10,0,1,Slovakia
2022-07-11,0,1,Slovakia
2022-07-12,0,1,Slovakia
2022-05-24,1,1,Slovenia
2022-05-25,1,2,Slovenia
2022-05-26,0,2,Slovenia
2022-05-27,0,2,Slovenia
2022-05-28,0,2,Slovenia
2022-05-29,0,2,Slovenia
2022-05-30,0,2,Slovenia
2022-05-31,0,2,Slovenia
2022-06-01,0,2,Slovenia
2022-06-02,1,3,Slovenia
2022-06-03,0,3,Slovenia
2022-06-04,0,3,Slovenia
2022-06-05,0,3,Slovenia
2022-06-06,3,6,Slovenia
2022-06-07,0,6,Slovenia
2022-06-08,0,6,Slovenia
2022-06-09,0,6,Slovenia
2022-06-10,0,6,Slovenia
2022-06-11,0,6,Slovenia
2022-06-12,0,6,Slovenia
2022-06-13,1,7,Slovenia
2022-06-14,0,7,Slovenia
2022-06-15,0,7,Slovenia
2022-06-16,0,7,Slovenia
2022-06-17,0,7,Slovenia
2022-06-18,0,7,Slovenia
2022-06-19,0,7,Slovenia
2022-06-20,0,7,Slovenia
2022-06-21,1,8,Slovenia
2022-06-22,0,8,Slovenia
2022-06-23,1,9,Slovenia
2022-06-24,0,9,Slovenia
2022-06-25,0,9,Slovenia
2022-06-26,0,9,Slovenia
2022-06-27,0,9,Slovenia
2022-06-28,0,9,Slovenia
2022-06-29,0,9,Slovenia
2022-06-30,0,9,Slovenia
2022-07-01,0,9,Slovenia
2022-07-02,0,9,Slovenia
2022-07-03,0,9,Slovenia
2022-07-04,3,12,Slovenia
2022-07-05,1,13,Slovenia
2022-07-06,0,13,Slovenia
2022-07-07,1,14,Slovenia
2022-07-08,4,18,Slovenia
2022-07-09,0,18,Slovenia
2022-07-10,0,18,Slovenia
2022-07-11,0,18,Slovenia
2022-07-12,0,18,Slovenia
2022-06-22,1,1,South Africa
2022-06-23,0,1,South Africa
2022-06-24,0,1,South Africa
2022-06-25,0,1,South Africa
2022-06-26,0,1,South Africa
2022-06-27,0,1,South Africa
2022-06-28,1,2,South Africa
2022-06-29,0,2,South Africa
2022-06-30,0,2,South Africa
2022-07-01,0,2,South Africa
2022-07-02,0,2,South Africa
2022-07-03,0,2,South Africa
2022-07-04,0,2,South Africa
2022-07-05,0,2,South Africa
2022-07-06,0,2,South Africa
2022-07-07,0,2,South Africa
2022-07-08,0,2,South Africa
2022-07-09,0,2,South Africa
2022-07-10,0,2,South Africa
2022-07-11,1,3,South Africa
2022-07-12,0,3,South Africa
2022-06-22,1,1,South Korea
2022-06-23,0,1,South Korea
2022-06-24,0,1,South Korea
2022-06-25,0,1,South Korea
2022-06-26,0,1,South Korea
2022-06-27,0,1,South Korea
2022-06-28,0,1,South Korea
2022-06-29,0,1,South Korea
2022-06-30,0,1,South Korea
2022-07-01,0,1,South Korea
2022-07-02,0,1,South Korea
2022-07-03,0,1,South Korea
2022-07-04,0,1,South Korea
2022-07-05,0,1,South Korea
2022-07-06,0,1,South Korea
2022-07-07,0,1,South Korea
2022-07-08,0,1,South Korea
2022-07-09,0,1,South Korea
2022-07-10,0,1,South Korea
2022-07-11,0,1,South Korea
2022-07-12,0,1,South Korea
2022-05-18,7,7,Spain
2022-05-19,0,7,Spain
2022-05-20,23,30,Spain
2022-05-21,10,40,Spain
2022-05-22,0,40,Spain
2022-05-23,1,41,Spain
2022-05-24,4,45,Spain
2022-05-25,8,53,Spain
2022-05-26,25,78,Spain
2022-05-27,21,99,Spain
2022-05-28,0,99,Spain
2022-05-29,9,108,Spain
2022-05-30,8,116,Spain
2022-05-31,20,136,Spain
2022-06-01,0,136,Spain
2022-06-02,26,162,Spain
2022-06-03,19,181,Spain
2022-06-04,0,181,Spain
2022-06-05,0,181,Spain
2022-06-06,17,198,Spain
2022-06-07,27,225,Spain
2022-06-08,34,259,Spain
2022-06-09,0,259,Spain
2022-06-10,16,275,Spain
2022-06-11,0,275,Spain
2022-06-12,0,275,Spain
2022-06-13,0,275,Spain
2022-06-14,38,313,Spain
2022-06-15,0,313,Spain
2022-06-16,184,497,Spain
2022-06-17,1,498,Spain
2022-06-18,0,498,Spain
2022-06-19,0,498,Spain
2022-06-20,23,521,Spain
2022-06-21,0,521,Spain
2022-06-22,0,521,Spain
2022-06-23,215,736,Spain
2022-06-24,0,736,Spain
2022-06-25,0,736,Spain
2022-06-26,0,736,Spain
2022-06-27,64,800,Spain
2022-06-28,0,800,Spain
2022-06-29,0,800,Spain
2022-06-30,396,1196,Spain
2022-07-01,0,1196,Spain
2022-07-02,0,1196,Spain
2022-07-03,0,1196,Spain
2022-07-04,62,1258,Spain
2022-07-05,0,1258,Spain
2022-07-06,0,1258,Spain
2022-07-07,0,1258,Spain
2022-07-08,776,2034,Spain
2022-07-09,0,2034,Spain
2022-07-10,0,2034,Spain
2022-07-11,0,2034,Spain
2022-07-12,0,2034,Spain
2022-05-19,1,1,Sweden
2022-05-20,0,1,Sweden
2022-05-21,0,1,Sweden
2022-05-22,0,1,Sweden
2022-05-23,0,1,Sweden
2022-05-24,0,1,Sweden
2022-05-25,1,2,Sweden
2022-05-26,0,2,Sweden
2022-05-27,0,2,Sweden
2022-05-28,0,2,Sweden
2022-05-29,0,2,Sweden
2022-05-30,1,3,Sweden
2022-05-31,1,4,Sweden
2022-06-01,0,4,Sweden
2022-06-02,1,5,Sweden
2022-06-03,0,5,Sweden
2022-06-04,0,5,Sweden
2022-06-05,0,5,Sweden
2022-06-06,0,5,Sweden
2022-06-07,0,5,Sweden
2022-06-08,0,5,Sweden
2022-06-09,0,5,Sweden
2022-06-10,1,6,Sweden
2022-06-11,0,6,Sweden
2022-06-12,0,6,Sweden
2022-06-13,0,6,Sweden
2022-06-14,0,6,Sweden
2022-06-15,4,10,Sweden
2022-06-16,0,10,Sweden
2022-06-17,0,10,Sweden
2022-06-18,0,10,Sweden
2022-06-19,0,10,Sweden
2022-06-20,0,10,Sweden
2022-06-21,0,10,Sweden
2022-06-22,0,10,Sweden
2022-06-23,3,13,Sweden
2022-06-24,0,13,Sweden
2022-06-25,0,13,Sweden
2022-06-26,0,13,Sweden
2022-06-27,0,13,Sweden
2022-06-28,0,13,Sweden
2022-06-29,0,13,Sweden
2022-06-30,15,28,Sweden
2022-07-01,0,28,Sweden
2022-07-02,0,28,Sweden
2022-07-03,0,28,Sweden
2022-07-04,0,28,Sweden
2022-07-05,0,28,Sweden
2022-07-06,15,43,Sweden
2022-07-07,0,43,Sweden
2022-07-08,0,43,Sweden
2022-07-09,0,43,Sweden
2022-07-10,0,43,Sweden
2022-07-11,0,43,Sweden
2022-07-12,0,43,Sweden
2022-05-21,1,1,Switzerland
2022-05-22,0,1,Switzerland
2022-05-23,0,1,Switzerland
2022-05-24,1,2,Switzerland
2022-05-25,0,2,Switzerland
2022-05-26,1,3,Switzerland
2022-05-27,1,4,Switzerland
2022-05-28,0,4,Switzerland
2022-05-29,0,4,Switzerland
2022-05-30,0,4,Switzerland
2022-05-31,0,4,Switzerland
2022-06-01,0,4,Switzerland
2022-06-02,2,6,Switzerland
2022-06-03,2,8,Switzerland
2022-06-04,0,8,Switzerland
2022-06-05,0,8,Switzerland
2022-06-06,0,8,Switzerland
2022-06-07,2,10,Switzerland
2022-06-08,2,12,Switzerland
2022-06-09,0,12,Switzerland
2022-06-10,2,14,Switzerland
2022-06-11,0,14,Switzerland
2022-06-12,0,14,Switzerland
2022-06-13,5,19,Switzerland
2022-06-14,1,20,Switzerland
2022-06-15,8,28,Switzerland
2022-06-16,2,30,Switzerland
2022-06-17,1,31,Switzerland
2022-06-18,0,31,Switzerland
2022-06-19,0,31,Switzerland
2022-06-20,9,40,Switzerland
2022-06-21,1,41,Switzerland
2022-06-22,5,46,Switzerland
2022-06-23,6,52,Switzerland
2022-06-24,3,55,Switzerland
2022-06-25,0,55,Switzerland
2022-06-26,0,55,Switzerland
2022-06-27,13,68,Switzerland
2022-06-28,4,72,Switzerland
2022-06-29,9,81,Switzerland
2022-06-30,2,83,Switzerland
2022-07-01,8,91,Switzerland
2022-07-02,24,115,Switzerland
2022-07-03,0,115,Switzerland
2022-07-04,0,115,Switzerland
2022-07-05,6,121,Switzerland
2022-07-06,10,131,Switzerland
2022-07-07,4,135,Switzerland
2022-07-08,5,140,Switzerland
2022-07-09,0,140,Switzerland
2022-07-10,0,140,Switzerland
2022-07-11,23,163,Switzerland
2022-07-12,0,163,Switzerland
2022-06-24,1,1,Taiwan
2022-06-25,0,1,Taiwan
2022-06-26,0,1,Taiwan
2022-06-27,0,1,Taiwan
2022-06-28,0,1,Taiwan
2022-06-29,0,1,Taiwan
2022-06-30,0,1,Taiwan
2022-07-01,0,1,Taiwan
2022-07-02,0,1,Taiwan
2022-07-03,0,1,Taiwan
2022-07-04,0,1,Taiwan
2022-07-05,0,1,Taiwan
2022-07-06,0,1,Taiwan
2022-07-07,0,1,Taiwan
2022-07-08,0,1,Taiwan
2022-07-09,0,1,Taiwan
2022-07-10,0,1,Taiwan
2022-07-11,0,1,Taiwan
2022-07-12,0,1,Taiwan
2022-06-30,1,1,Turkey
2022-07-01,0,1,Turkey
2022-07-02,0,1,Turkey
2022-07-03,0,1,Turkey
2022-07-04,0,1,Turkey
2022-07-05,0,1,Turkey
2022-07-06,0,1,Turkey
2022-07-07,0,1,Turkey
2022-07-08,0,1,Turkey
2022-07-09,0,1,Turkey
2022-07-10,0,1,Turkey
2022-07-11,0,1,Turkey
2022-07-12,0,1,Turkey
2022-05-24,1,1,United Arab Emirates
2022-05-25,0,1,United Arab Emirates
2022-05-26,0,1,United Arab Emirates
2022-05-27,0,1,United Arab Emirates
2022-05-28,0,1,United Arab Emirates
2022-05-29,3,4,United Arab Emirates
2022-05-30,0,4,United Arab Emirates
2022-05-31,0,4,United Arab Emirates
2022-06-01,4,8,United Arab Emirates
2022-06-02,0,8,United Arab Emirates
2022-06-03,0,8,United Arab Emirates
2022-06-04,0,8,United Arab Emirates
2022-06-05,0,8,United Arab Emirates
2022-06-06,0,8,United Arab Emirates
2022-06-07,5,13,United Arab Emirates
2022-06-08,0,13,United Arab Emirates
2022-06-09,0,13,United Arab Emirates
2022-06-10,0,13,United Arab Emirates
2022-06-11,0,13,United Arab Emirates
2022-06-12,0,13,United Arab Emirates
2022-06-13,0,13,United Arab Emirates
2022-06-14,0,13,United Arab Emirates
2022-06-15,0,13,United Arab Emirates
2022-06-16,0,13,United Arab Emirates
2022-06-17,0,13,United Arab Emirates
2022-06-18,0,13,United Arab Emirates
2022-06-19,0,13,United Arab Emirates
2022-06-20,0,13,United Arab Emirates
2022-06-21,0,13,United Arab Emirates
2022-06-22,0,13,United Arab Emirates
2022-06-23,0,13,United Arab Emirates
2022-06-24,0,13,United Arab Emirates
2022-06-25,0,13,United Arab Emirates
2022-06-26,0,13,United Arab Emirates
2022-06-27,0,13,United Arab Emirates
2022-06-28,0,13,United Arab Emirates
2022-06-29,0,13,United Arab Emirates
2022-06-30,0,13,United Arab Emirates
2022-07-01,0,13,United Arab Emirates
2022-07-02,0,13,United Arab Emirates
2022-07-03,0,13,United Arab Emirates
2022-07-04,0,13,United Arab Emirates
2022-07-05,0,13,United Arab Emirates
2022-07-06,0,13,United Arab Emirates
2022-07-07,0,13,United Arab Emirates
2022-07-08,0,13,United Arab Emirates
2022-07-09,0,13,United Arab Emirates
2022-07-10,0,13,United Arab Emirates
2022-07-11,0,13,United Arab Emirates
2022-07-12,0,13,United Arab Emirates
2022-05-06,1,1,United Kingdom
2022-05-07,0,1,United Kingdom
2022-05-08,0,1,United Kingdom
2022-05-09,0,1,United Kingdom
2022-05-10,0,1,United Kingdom
2022-05-11,0,1,United Kingdom
2022-05-12,1,2,United Kingdom
2022-05-13,1,3,United Kingdom
2022-05-14,0,3,United Kingdom
2022-05-15,4,7,United Kingdom
2022-05-16,0,7,United Kingdom
2022-05-17,0,7,United Kingdom
2022-05-18,2,9,United Kingdom
2022-05-19,0,9,United Kingdom
2022-05-20,11,20,United Kingdom
2022-05-21,0,20,United Kingdom
2022-05-22,0,20,United Kingdom
2022-05-23,37,57,United Kingdom
2022-05-24,14,71,United Kingdom
2022-05-25,7,78,United Kingdom
2022-05-26,28,106,United Kingdom
2022-05-27,0,106,United Kingdom
2022-05-28,0,106,United Kingdom
2022-05-29,0,106,United Kingdom
2022-05-30,73,179,United Kingdom
2022-05-31,11,190,United Kingdom
2022-06-01,6,196,United Kingdom
2022-06-02,11,207,United Kingdom
2022-06-03,19,226,United Kingdom
2022-06-04,0,226,United Kingdom
2022-06-05,0,226,United Kingdom
2022-06-06,76,302,United Kingdom
2022-06-07,19,321,United Kingdom
2022-06-08,0,321,United Kingdom
2022-06-09,45,366,United Kingdom
2022-06-10,0,366,United Kingdom
2022-06-11,0,366,United Kingdom
2022-06-12,104,470,United Kingdom
2022-06-13,0,470,United Kingdom
2022-06-14,54,524,United Kingdom
2022-06-15,0,524,United Kingdom
2022-06-16,50,574,United Kingdom
2022-06-17,0,574,United Kingdom
2022-06-18,0,574,United Kingdom
2022-06-19,0,574,United Kingdom
2022-06-20,219,793,United Kingdom
2022-06-21,0,793,United Kingdom
2022-06-22,0,793,United Kingdom
2022-06-23,0,793,United Kingdom
2022-06-24,117,910,United Kingdom
2022-06-25,0,910,United Kingdom
2022-06-26,166,1076,United Kingdom
